CueType1,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_2.started,text_2.stopped,Iti.started,Iti.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REGULATE,0075:93,REACT,police2.jpg,,,,,,,,,0,0,0,4,0,12,12,9,,,,,,,,,,,281.48667170000044,None,289.4741944000016,294.44478860000163,None,None,0.01570498999717529,None,289.4741944000016,None,294.4787139,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,biking.jpg,,,,,,,,,0,0,0,4,0,13,13,8,,,,,,,,,,,296.4827597000003,None,304.46979750000173,309.4405656000017,None,None,0.015710690000560135,None,304.46979750000173,None,309.4737950000017,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,sadpose1.jpg,,,,,,,,,0,0,0,4,0,14,14,5,,,,,,,,,,,311.47716030000083,None,319.48222739999983,324.45300060000227,None,None,0.015705989997513825,None,319.48222739999983,None,324.46969850000096,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,Parade1.jpg,,,,,,,,,0,0,0,4,0,15,15,14,,,,,,,,,,,326.4745905000018,None,334.47825680000096,339.448524200001,None,None,0.01565789000596851,None,334.47825680000096,None,339.4821403999995,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,Surprise2.jpg,,,,,,,,,0,0,0,4,0,16,16,12,,,,,,,,,,,341.4855413000005,None,349.47359640000286,354.44456080000236,None,None,0.01571658999819192,None,349.47359640000286,None,354.47921940000015,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,gazing4.jpg,,,,,,,,,0,0,0,4,0,17,17,6,,,,,,,,,,,356.4820247000025,None,364.4695912999996,369.44039930000145,None,None,0.015646890002244618,None,364.4695912999996,None,369.47354339999947,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0075:93,REACT,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,excited3.jpg,,,,,,,,,0,1,1,2,0,0,0,12,,,,,,,371.47522270000263,373.47701009999946,373.4602752000028,None,375.47551250000106,None,383.4853167000001,388.45627290000266,None,None,0.01566059000469977,None,383.4853167000001,None,388.4725604000014,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,mother.jpg,,,,,,,,,0,1,1,2,0,1,1,11,,,,,,,,,,,390.4802438000006,None,398.4810978000023,403.45162990000244,None,None,0.01572428999861586,None,398.4810978000023,None,403.4852785000003,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,school.jpg,,,,,,,,,0,1,1,2,0,2,2,4,,,,,,,,,,,405.47678649999943,None,413.47673380000197,418.4476907999997,None,None,0.015741990002425155,None,413.47673380000197,None,418.4811845000004,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,scared.jpg,,,,,,,,,0,1,1,2,0,3,3,16,,,,,,,,,,,420.48904440000115,None,428.4724453000017,433.4434191,None,None,0.01570728999649873,None,428.4724453000017,None,433.47689790000004,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,face.jpg,,,,,,,,,0,1,1,2,0,4,4,5,,,,,,,,,,,435.4846147999997,None,443.48522420000154,448.45595660000254,None,None,0.015734090000478318,None,443.48522420000154,None,448.4723387000013,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,wedding.jpg,,,,,,,,,0,1,1,2,0,5,5,9,,,,,,,,,,,450.4798241999997,None,458.4808090000006,463.4516827000007,None,None,0.015724989996670047,None,458.4808090000006,None,463.4847641000015,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,scary.jpg,,,,,,,,,0,1,1,2,0,6,6,10,,,,,,,,,,,465.4782021000028,None,473.4766658000008,478.4474846000012,None,None,0.015747589994134614,None,473.4766658000008,None,478.4809170000008,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,eating.jpg,,,,,,,,,0,1,1,2,0,7,7,14,,,,,,,,,,,480.48654220000026,None,488.47233920000144,493.4434003000024,None,None,0.015689390002080472,None,488.47233920000144,None,493.4762972999997,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,angry1.jpg,,,,,,,,,0,1,1,2,0,8,8,0,,,,,,,,,,,495.48447339999984,None,503.4848868000008,508.45577520000006,None,None,0.01574088999768719,None,503.4848868000008,None,508.4724669000025,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,children.jpg,,,,,,,,,0,1,1,2,0,9,9,15,,,,,,,,,,,510.4795656999995,None,518.4804260000019,523.4513794000013,None,None,0.015697890001320047,None,518.4804260000019,None,523.4845277000022,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,couple1.jpg,,,,,,,,,0,1,1,2,0,10,10,7,,,,,,,,,,,525.4757960999996,None,533.4763137000009,538.4473319999997,None,None,0.015737689995148685,None,533.4763137000009,None,538.4806181000022,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,band.jpg,,,,,,,,,0,1,1,2,0,11,11,8,,,,,,,,,,,540.4887412999997,None,548.4720871000027,553.4430826000025,None,None,0.015684789996157633,None,548.4720871000027,None,553.4762511000008,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,sadface.jpg,,,,,,,,,0,1,1,2,0,12,12,13,,,,,,,,,,,555.4846992000021,None,563.4847865000011,568.4555093000017,None,None,0.015693990000727354,None,563.4847865000011,None,568.4721933000001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,depressed3.jpg,,,,,,,,,0,1,1,2,0,13,13,3,,,,,,,,,,,570.4805094000003,None,578.4804848000022,583.4509685000012,None,None,0.015675790004024748,None,578.4804848000022,None,583.4847829999999,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,yoga1.jpg,,,,,,,,,0,1,1,2,0,14,14,1,,,,,,,,,,,585.475440000002,None,593.4762334000006,598.4469186999995,None,None,0.015719790000730427,None,593.4762334000006,None,598.4800200999998,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,doctor2.jpg,,,,,,,,,0,1,1,2,0,15,15,6,,,,,,,,,,,600.4875271000019,None,608.472033500002,613.4424629000023,None,None,0.015722489995823707,None,608.472033500002,None,613.4761190999998,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,skier.jpg,,,,,,,,,0,1,1,2,0,16,16,2,,,,,,,,,,,615.4843126000014,None,623.4843013999998,628.4551243999995,None,None,0.01570899000580539,None,623.4843013999998,None,628.4718934000011,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,cheerleader.jpg,,,,,,,,,0,1,1,2,0,17,17,17,,,,,,,,,,,630.4805613999997,None,638.483806100001,643.468340200001,None,None,0.015679689997341484,None,638.483806100001,None,643.4853642000016,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0039:0057,REGULATE,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,gazing.jpg,,,,,,,,,0,2,2,0,0,0,0,5,,,,,,,645.4702303000013,647.471211600001,647.4542548999998,None,649.466873100002,None,657.4796563000018,662.4547926000014,None,None,0.015526789997238666,None,657.4796563000018,None,662.4715730999997,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,dancing2.jpg,,,,,,,,,0,2,2,0,0,1,1,15,,,,,,,,,,,664.4916172000012,None,672.4752308999996,677.4458903000013,None,None,0.015647690001060255,None,672.4752308999996,None,677.4791865000007,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,angry2.jpg,,,,,,,,,0,2,2,0,0,2,2,1,,,,,,,,,,,679.4876371999999,None,687.4708801000015,692.4458338000004,None,None,0.015734190001239767,None,687.4708801000015,None,692.4873554000005,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,camping.jpg,,,,,,,,,0,2,2,0,0,3,3,6,,,,,,,,,,,694.4860577,None,702.483337200003,707.4540938999999,None,None,0.015682189998187823,None,702.483337200003,None,707.470907400002,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,dessert.jpg,,,,,,,,,0,2,2,0,0,4,4,14,,,,,,,,,,,709.4818367000007,None,717.4799572000011,722.452661000003,None,None,0.015712590000475757,None,717.4799572000011,None,722.4693907000001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,happy2.jpg,,,,,,,,,0,2,2,0,0,5,5,12,,,,,,,,,,,724.4729866000016,None,732.4748049000009,737.4476099000021,None,None,0.015587590005452512,None,732.4748049000009,None,737.4809657000005,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,scared1.jpg,,,,,,,,,0,2,2,0,0,6,6,16,,,,,,,,,,,739.4982092000027,None,747.4705823000004,752.4413561000001,None,None,0.015718090002337703,None,747.4705823000004,None,752.4746100000011,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,band2.jpg,,,,,,,,,0,2,2,0,0,7,7,7,,,,,,,,,,,754.4807065000023,None,762.4830980000006,767.4538131000008,None,None,0.01572868999937782,None,762.4830980000006,None,767.4704706000011,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,soldier3.jpg,,,,,,,,,0,2,2,0,0,8,8,13,,,,,,,,,,,769.4790708,None,777.4786292999997,782.4493351000019,None,None,0.015717589998530457,None,777.4786292999997,None,782.4828367000009,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,rockclimb.jpg,,,,,,,,,0,2,2,0,0,9,9,2,,,,,,,,,,,784.4913064000029,None,792.4746586000001,797.445450700001,None,None,0.015755890006403206,None,792.4746586000001,None,797.4787805000014,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,police.jpg,,,,,,,,,0,2,2,0,0,10,10,11,,,,,,,,,,,799.4879309999997,None,807.4703518999995,812.4412303999998,None,None,0.015718490001745522,None,807.4703518999995,None,812.4745213999995,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,mother4,,,,,,,,,0,2,2,0,0,11,11,9,,,,,,,,,,,814.4798126000023,None,822.4829040000004,827.4537296000017,None,None,0.015716390000307,None,822.4829040000004,None,827.470448,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,excited2.jpg,,,,,,,,,0,2,2,0,0,12,12,10,,,,,,,,,,,829.4776213000005,None,837.4689644000027,842.4495659000022,None,None,0.015258289997291286,None,837.4689644000027,None,842.483152300003,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,sleepy.jpg,,,,,,,,,0,2,2,0,0,13,13,0,,,,,,,,,,,844.4903828999995,None,852.4912096000007,857.4621308999995,None,None,0.015419889998156577,None,852.4912096000007,None,857.4790869999997,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,massage.jpg,,,,,,,,,0,2,2,0,0,14,14,3,,,,,,,,,,,859.4877362000007,None,867.4780678000025,872.4615873000002,None,None,0.013779389995761449,None,867.4780678000025,None,872.4783024000026,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,depressed2.jpg,,,,,,,,,0,2,2,0,0,15,15,4,,,,,,,,,,,874.4806024999998,None,882.4729110000007,None,None,None,0.0006828900004620664,None,882.4729110000007,None,887.4730264999998,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,sad5.jpg,,,,,,,,,0,2,2,0,0,16,16,8,,,,,,,,,,,889.4837306000009,None,897.478672600002,902.4519947000008,None,None,0.015710490006313194,None,897.478672600002,None,902.4838194000004,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,baby1.jpg,,,,,,,,,0,2,2,0,0,17,17,17,,,,,,,,,,,904.4815315000014,None,912.4767017000013,917.4489404000014,None,None,0.014904789994034218,None,912.4767017000013,None,917.4785150999996,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,003:0021,REACT,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,sad2.jpg,,,,,,,,,0,3,3,1,0,0,0,2,,,,,,,919.5064684999998,921.5220316000014,921.482423100002,None,923.4912323999997,None,931.4733579000022,936.4441649,None,None,0.015631090001988923,None,931.4733579000022,None,936.4774706000026,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,picnic2.jpg,,,,,,,,,0,3,3,1,0,1,1,10,,,,,,,,,,,938.4832728000001,None,946.468807600002,951.4419364000023,None,None,0.015725489996839315,None,946.468807600002,None,951.4742501000001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,baby4.jpg,,,,,,,,,0,3,3,1,0,2,2,9,,,,,,,,,,,953.480338100002,None,961.4813399000013,966.4523996000025,None,None,0.015621290003764443,None,961.4813399000013,None,966.4855873000015,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,neutralface2.jpg,,,,,,,,,0,3,3,1,0,3,3,3,,,,,,,,,,,968.4745507000007,None,976.4929551999994,981.4648420000012,None,None,0.014657290001196088,None,976.4929551999994,None,981.4814710000028,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,happy.jpg,,,,,,,,,0,3,3,1,0,4,4,14,,,,,,,,,,,983.4847761000019,None,991.473085200003,996.4440558000024,None,None,0.01573379000183195,None,991.473085200003,None,996.4772416000014,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,surgery.jpg,,,,,,,,,0,3,3,1,0,5,5,15,,,,,,,,,,,998.4850823000015,None,1006.4852466000011,1011.4564210000026,None,None,0.01568758999565034,None,1006.4852466000011,None,1011.4728921999995,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,astronaut.jpg,,,,,,,,,0,3,3,1,0,6,6,8,,,,,,,,,,,1013.4802708000025,None,1021.4813300000023,1026.4520754000005,None,None,0.01569808999556699,None,1021.4813300000023,None,1026.4852379000004,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,cold.jpg,,,,,,,,,0,3,3,1,0,7,7,6,,,,,,,,,,,1028.4766210000016,None,1036.4774682999996,1041.4479241000008,None,None,0.015376790001027985,None,1036.4774682999996,None,1041.4812249000024,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,hangover.jpg,,,,,,,,,0,3,3,1,0,8,8,17,,,,,,,,,,,1043.4877992000002,None,1051.4729393000016,1056.4443616999997,None,None,0.01570528999582166,None,1051.4729393000016,None,1056.477187200002,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,Shot3.jpg,,,,,,,,,0,3,3,1,0,9,9,7,,,,,,,,,,,1058.4842202,None,1066.4853261000026,1071.456527800001,None,None,0.015739590002340265,None,1066.4853261000026,None,1071.472787300001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,gazing2.jpg,,,,,,,,,0,3,3,1,0,10,10,4,,,,,,,,,,,1073.4794179000019,None,1081.4846758000022,1086.4523288000019,None,None,0.015410290005092975,None,1081.4846758000022,None,1086.4889586000027,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,toast.jpg,,,,,,,,,0,3,3,1,0,11,11,11,,,,,,,,,,,1088.478167600002,None,1096.4810868000022,1101.447724200003,None,None,0.015319189998990623,None,1096.4810868000022,None,1101.4846658999995,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,depressed.jpg,,,,,,,,,0,3,3,1,0,12,12,5,,,,,,,,,,,1103.4894724000005,None,1111.4758170000023,1116.4434849000027,None,None,0.01571958999556955,None,1111.4758170000023,None,1116.4806255000003,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,exercise.jpg,,,,,,,,,0,3,3,1,0,13,13,13,,,,,,,,,,,1118.4883899000015,None,1126.4884770000026,1131.4560951000021,None,None,0.015658289998100372,None,1126.4884770000026,None,1131.4723559000013,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,War1.jpg,,,,,,,,,0,3,3,1,0,14,14,12,,,,,,,,,,,1133.479110700002,None,1141.4860358000005,1146.4683857000018,None,None,0.01513378999516135,None,1141.4860358000005,None,1146.4850729000027,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,rugby.jpg,,,,,,,,,0,3,3,1,0,15,15,1,,,,,,,,,,,1148.4724066000017,None,1156.4800370000012,1161.464207000001,None,None,0.015381289998913417,None,1156.4800370000012,None,1161.4806540999998,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,skydiving.jpg,,,,,,,,,0,3,3,1,0,16,16,0,,,,,,,,,,,1163.497746500001,None,1171.4724967000002,1176.4432130999994,None,None,0.015731590003269957,None,1171.4724967000002,None,1176.476430900002,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
