CueType1,rows,CueType2,Picture,LeftText,NeutralText,EmoType,RightText,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,Iti.started,Iti.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,text_2.started,text_2.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REGULATE,0057:75,REACT,surgery.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,4,4,13,,,,,,,145.09611700009555,None,,,,,132.09061180008575,None,140.09174900036305,145.06249010004103,140.09174900036305,None,None,None,0.015744119882583618,None,140.09174900036305,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,school.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,5,5,11,,,,,,,160.09127880027518,None,,,,,147.10176150035113,None,155.08778390008956,160.0580158000812,155.08778390008956,None,None,None,0.01578041957691312,None,155.08778390008956,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,gazing5.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,6,6,8,,,,,,,175.08713350025937,None,,,,,162.09617350017652,None,170.09998790035024,175.07042310014367,170.09998790035024,None,None,None,0.015761419665068388,None,170.09998790035024,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,War2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,7,7,6,,,,,,,190.09984569996595,None,,,,,177.0933509003371,None,185.0958964000456,190.06652940018103,185.0958964000456,None,None,None,0.01577092008665204,None,185.0958964000456,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,raft.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,8,8,16,,,,,,,205.09546840004623,None,,,,,192.0899766003713,None,200.091464899946,205.0621855999343,200.091464899946,None,None,None,0.015782619826495647,None,200.091464899946,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,scared2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,9,9,7,,,,,,,220.0914686000906,None,,,,,207.1018293001689,None,215.08730260003358,220.05783560033888,215.08730260003358,None,None,None,0.015809020027518272,None,215.08730260003358,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,scared1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,10,10,10,,,,,,,235.08730649994686,None,,,,,222.0970960999839,None,230.09971150010824,235.07052950002253,230.09971150010824,None,None,None,0.015765320509672165,None,230.09971150010824,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,guitar.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,11,11,9,,,,,,,250.09973530005664,None,,,,,237.09302469994873,None,245.09557180013508,250.0663212002255,245.09557180013508,None,None,None,0.01575291994959116,None,245.09557180013508,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,sad1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,12,12,2,,,,,,,265.09544510021806,None,,,,,252.08869010023773,None,260.09132260037586,265.06216440023854,260.09132260037586,None,None,None,0.015649919863790274,None,260.09132260037586,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,police.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,13,13,1,,,,,,,280.09107069997117,None,,,,,267.1015745000914,None,275.0870027001947,280.05811620038,275.0870027001947,None,None,None,0.015819520223885775,None,275.0870027001947,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,yoga1.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,14,14,14,,,,,,,295.08682530000806,None,,,,,282.0995241999626,None,290.0991166001186,295.07027429994196,290.0991166001186,None,None,None,0.015765619929879904,None,290.0991166001186,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,sadface.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,15,15,3,,,,,,,310.09947400027886,None,,,,,297.0924753001891,None,305.095240900293,310.0660455999896,305.095240900293,None,None,None,0.015770220197737217,None,305.095240900293,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,sleepy.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,0,0,3,0,16,16,12,,,,,,,325.09522730018944,None,,,,,312.0897135999985,None,320.0910058999434,325.06186289992183,320.0910058999434,None,None,None,0.01550422003492713,None,320.0910058999434,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,soldier1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,0,0,3,0,17,17,15,,,,,,,340.0908323000185,None,,,,,327.10239550005645,None,335.08679870003834,340.0576503002085,335.08679870003834,None,None,None,0.015790619887411594,None,335.08679870003834,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0057:75,REACT,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,solder.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,0,0,6,,,,,,,360.0911016999744,None,342.092606600374,345.0949312001467,345.0783732002601,None,347.09311120025814,None,355.0868248003535,360.0576138002798,355.0868248003535,None,None,None,0.01569862011820078,None,355.0868248003535,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,scary.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,1,1,7,,,,,,,375.0866411002353,None,,,,,362.09990940010175,None,370.09895520005375,375.0698905000463,370.09895520005375,None,None,None,0.015814020298421383,None,370.09895520005375,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,sad3.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,2,2,2,,,,,,,390.09905830025673,None,,,,,377.09477400034666,None,385.0947588002309,390.0657051000744,385.0947588002309,None,None,None,0.015790119767189026,None,385.0947588002309,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,sad2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,3,3,9,,,,,,,405.0949140000157,None,,,,,392.10655170027167,None,400.09082020027563,405.0614990000613,400.09082020027563,None,None,None,0.015773819759488106,None,400.09082020027563,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,school2.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,4,4,0,,,,,,,420.09041440021247,None,,,,,407.1033584000543,None,415.08658940019086,420.0572067000903,415.08658940019086,None,None,None,0.01580522023141384,None,415.08658940019086,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,police2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,5,5,10,,,,,,,435.08641160000116,None,,,,,422.0973464003764,None,430.09897830011323,435.06982110021636,430.09897830011323,None,None,None,0.01579521968960762,None,430.09897830011323,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,skydiving.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,6,6,14,,,,,,,450.0989112001844,None,,,,,437.0947058000602,None,445.09474820038304,450.0655577001162,445.09474820038304,None,None,None,0.015705819707363844,None,445.09474820038304,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,war3.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,7,7,5,,,,,,,465.0945669999346,None,,,,,452.090102000162,None,460.0904393000528,465.0612763003446,460.0904393000528,None,None,None,0.015616920311003923,None,460.0904393000528,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,war6.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,8,8,4,,,,,,,480.09048870019615,None,,,,,467.10238229995593,None,475.0863276999444,480.05689350003377,475.0863276999444,None,None,None,0.015783419366925955,None,475.0863276999444,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,sad5.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,9,9,12,,,,,,,495.0862978999503,None,,,,,482.09846570016816,None,490.09864159999415,495.06924280012026,490.09864159999415,None,None,None,0.01566221984103322,None,490.09864159999415,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,sleepy2.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,10,10,16,,,,,,,510.0987931001,None,,,,,497.09441090002656,None,505.0941266003065,510.0652306000702,505.0941266003065,None,None,None,0.015799520071595907,None,505.0941266003065,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,swimming.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,11,11,15,,,,,,,525.0944366999902,None,,,,,512.0898438999429,None,520.0900815003552,525.0611221003346,520.0900815003552,None,None,None,0.015754520427435637,None,520.0900815003552,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,depressed3.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,12,12,1,,,,,,,540.0902284001932,None,,,,,527.100420200266,None,535.0863554002717,540.0566573999822,535.0863554002717,None,None,None,0.015737319830805063,None,535.0863554002717,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,neonazi1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,13,13,11,,,,,,,555.0858917003497,None,,,,,542.0987043003552,None,550.0985554000363,555.0693405000493,550.0985554000363,None,None,None,0.01577201997861266,None,550.0985554000363,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,skier.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,14,14,13,,,,,,,570.0986009002663,None,,,,,557.0943326000124,None,565.0942909000441,570.0650593000464,565.0942909000441,None,None,None,0.01569041982293129,None,565.0942909000441,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,doctor2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,15,15,3,,,,,,,585.0941646001302,None,,,,,572.1026457003318,None,580.0901990002021,585.0607973001897,580.0901990002021,None,None,None,0.015753220301121473,None,580.0901990002021,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,yoga2.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,1,1,4,0,16,16,17,,,,,,,600.0898950002156,None,,,,,587.101446500048,None,595.0858638002537,600.0565853002481,595.0858638002537,None,None,None,0.015806819777935743,None,595.0858638002537,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,sadpose1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,1,1,4,0,17,17,8,,,,,,,615.0857512000948,None,,,,,602.0964703001082,None,610.0981772001833,615.0691658002324,610.0981772001833,None,None,None,0.015561420004814863,None,610.0981772001833,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,0075:93,REACT,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,bungee.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,0,0,2,,,,,,,635.0856496002525,None,617.0910605001263,620.1065970002674,620.089969099965,None,622.0995046999305,None,630.0986230000854,635.0690182000399,630.0986230000854,None,None,None,0.015692719724029303,None,630.0986230000854,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,bored.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,1,1,1,,,,,,,650.0983298001811,None,,,,,637.0911847003736,None,645.0942421001382,650.0646885000169,645.0942421001382,None,None,None,0.015749919693917036,None,645.0942421001382,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,doctor.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,2,2,7,,,,,,,665.0940224002115,None,,,,,652.1063018999994,None,660.0897810999304,665.0606150999665,660.0897810999304,None,None,None,0.015734720043838024,None,660.0897810999304,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,miserable.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,3,3,11,,,,,,,680.0897512999363,None,,,,,667.101099499967,None,675.0858281003311,680.0563977002166,675.0858281003311,None,None,None,0.01570661971345544,None,675.0858281003311,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,shooting.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,4,4,15,,,,,,,695.0852401000448,None,,,,,682.096957300324,None,690.0979794999585,695.0687474999577,690.0979794999585,None,None,None,0.0157040199264884,None,690.0979794999585,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,gun.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,5,5,5,,,,,,,710.0980416000821,None,,,,,697.0936739002354,None,705.0938631999306,710.0645322999917,705.0938631999306,None,None,None,0.015795620158314705,None,705.0938631999306,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,dancing.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,6,6,6,,,,,,,725.0934057002887,None,,,,,712.1006366000511,None,720.089503900148,725.0599690000527,720.089503900148,None,None,None,0.015793319791555405,None,720.089503900148,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,scared.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,7,7,14,,,,,,,740.0894794003107,None,,,,,727.1001234003343,None,735.0851112999953,740.0561383999884,735.0851112999953,None,None,None,0.015797319822013378,None,735.0851112999953,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,camping.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,8,8,3,,,,,,,755.0853977003135,None,,,,,742.094402700197,None,750.0976852001622,755.06839270005,750.0976852001622,None,None,None,0.015795519575476646,None,750.0976852001622,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,gazing.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,9,9,9,,,,,,,770.0974588999525,None,,,,,757.0909258001484,None,765.093137500342,770.0642403000966,765.093137500342,None,None,None,0.015798119828104973,None,765.093137500342,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,War1.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,10,10,16,,,,,,,785.0934807001613,None,,,,,772.1046065003611,None,780.0893076001666,785.0598655003123,780.0893076001666,None,None,None,0.01576392026618123,None,780.0893076001666,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,sad4.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,11,11,13,,,,,,,800.0889882002957,None,,,,,787.1006896002218,None,795.085142900236,800.0557586001232,795.085142900236,None,None,None,0.01581861963495612,None,795.085142900236,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,angry2.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,12,12,0,,,,,,,815.0848371000029,None,,,,,802.0937926000915,None,810.0975231002085,815.0683050001971,810.0975231002085,None,None,None,0.015652219764888287,None,810.0975231002085,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,depressed.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,13,13,4,,,,,,,830.0975168002769,None,,,,,817.0894619999453,None,825.0932186003774,830.0640044999309,825.0932186003774,None,None,None,0.015779819805175066,None,825.0932186003774,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,hangover.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,14,14,12,,,,,,,845.093310400378,None,,,,,832.1053333003074,None,840.0888199000619,845.0599515000358,840.0888199000619,None,None,None,0.015794520266354084,None,840.0888199000619,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,neutralface2.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,15,15,17,,,,,,,860.0888017001562,None,,,,,847.1008911002427,None,855.0849407999776,860.055620000232,855.0849407999776,None,None,None,0.01576052000746131,None,855.0849407999776,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,frustratedpose7.jpg,Negative,Neutral,Negative,Neutral,,,,,,,,,0,2,2,1,0,16,16,8,,,,,,,875.0847273999825,None,,,,,862.0941984001547,None,870.0973904002458,875.0681333001703,870.0973904002458,None,None,None,0.015793920028954744,None,870.0973904002458,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,massage.jpg,Negative,Neutral,Neutral,Neutral,,,,,,,,,0,2,2,1,0,17,17,10,,,,,,,890.0972138000652,None,,,,,877.0915582999587,None,885.0930288000964,890.0637116003782,885.0930288000964,None,None,None,0.015786520205438137,None,885.0930288000964,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REACT,0021:0039,REGULATE,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,collab.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,0,0,0,0,15,,,,,,,910.0971584999934,None,892.0986644001678,895.1013871002942,895.08478570031,None,897.0935603003018,None,905.0943240001798,910.0805587000214,905.0943240001798,None,None,None,0.008235919289290905,None,905.0943240001798,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,dancing2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,0,0,1,1,14,,,,,,,925.0929534002207,None,,,,,912.1030463003553,None,920.0888077002019,925.0595742999576,920.0888077002019,None,None,None,0.015759319998323917,None,920.0888077002019,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,band2.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,0,0,2,2,10,,,,,,,940.0887279999442,None,,,,,927.0983273000456,None,935.0845615002327,940.0553689999506,935.0845615002327,None,None,None,0.015784519724547863,None,935.0845615002327,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,excited1.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,0,0,3,3,7,,,,,,,955.0845635002479,None,,,,,942.0943900002167,None,950.0972166000865,955.0678479000926,950.0972166000865,None,None,None,0.015795220155268908,None,950.0972166000865,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,face.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,0,0,4,4,9,,,,,,,970.0969247999601,None,,,,,957.09239850007,None,965.092946600169,970.0635667000897,965.092946600169,None,None,None,0.015345020219683647,None,965.092946600169,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
REGULATE,003:0021,REACT,mother.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,0,0,5,5,12,,,,,,,985.0927132000215,None,,,,,972.103846100159,None,980.0885998001322,985.0590460002422,980.0885998001322,None,None,None,0.015585519839078188,None,980.0885998001322,None,,,,,,,1,001,2019_Dec_17_1449,EmotRegPavlovia,3.2.4,60.02346917347377,
