sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,WinLoss,Evgamble,riskyAdDis,reset.thisRepN,reset.thisTrialN,reset.thisN,reset.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
$1.00 ,$4.25 ,35.0,000:0010,EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,1.4875,ad,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,88.34647420002148,None,,,90.36241229996085,None,1,1.7896057999460027,90.36241229996085,None,90.36241229996085,None,90.36241229996085,None,90.36241229996085,None,90.36241229996085,None,90.36241229996085,91.86595779994968,90.36241229996085,None,90.36241229996085,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.75 ,$5.50 ,65.0,000:0010,EMPHASIZE,65%  LOSE,100%  LOSE,0.0,LOSE,-3.575,ad,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,94.35097170004155,None,,,96.36959010001738,None,2,3.2228338998975232,96.36959010001738,None,96.36959010001738,None,96.36959010001738,None,96.36959010001738,None,96.36959010001738,None,96.36959010001738,97.87083999998868,96.36959010001738,None,96.36959010001738,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$4.25 ,$5.50 ,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,LOSE,-2.25,dis,,,,,,,,,0,0,0,0,0,9,9,5,,,,,,,,,,,,,100.35622570000123,None,,,102.37332030001562,None,None,,102.37332030001562,None,102.37332030001562,None,102.37332030001562,None,102.37332030001562,None,102.37332030001562,None,102.37332030001562,103.87589999998454,102.37332030001562,None,102.37332030001562,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$4.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$4.25 ,$7.00 ,50.0,00010:0020,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,LOSE,-3.5,ad,,,,,,,,,0,1,1,1,0,0,0,8,,,,,,,,,,,,,110.34801189997233,None,,,112.36385089997202,None,2,1.804384500021115,112.36385089997202,None,112.36385089997202,None,112.36385089997202,None,112.36385089997202,None,112.36385089997202,None,112.36385089997202,113.86710589996073,112.36385089997202,None,112.36385089997202,None,,,,,,,108.3680725999875,None,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.25 ,$7.00 ,50.0,00010:0020,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,WIN,3.5,ad,,,,,,,,,0,1,1,1,0,1,1,4,,,,,,,,,,,,,116.35293439996894,None,,,118.36844859994017,None,1,2.103633400052786,118.36844859994017,None,118.36844859994017,None,118.36844859994017,None,118.36844859994017,None,118.36844859994017,None,118.36844859994017,119.87297549995128,118.36844859994017,None,118.36844859994017,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.95 ,$6.75 ,35.0,00010:0020,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-2.3625,ad,,,,,,,,,0,1,1,1,0,2,2,6,,,,,,,,,,,,,122.35774130001664,None,,,124.3774151999969,None,None,,124.3774151999969,None,124.3774151999969,None,124.3774151999969,None,124.3774151999969,None,124.3774151999969,None,124.3774151999969,125.87715279997792,124.3774151999969,None,124.3774151999969,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.75 ,$5.50 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,WIN,3.575,dis,,,,,,,,,0,1,1,1,0,3,3,1,,,,,,,,,,,,,128.36269610002637,None,,,130.36172489996534,None,None,,130.36172489996534,None,130.36172489996534,None,130.36172489996534,None,130.36172489996534,None,130.36172489996534,None,130.36172489996534,131.86586020002142,130.36172489996534,None,130.36172489996534,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.00 ,$4.75 ,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,1.663,dis,,,,,,,,,0,1,1,1,0,4,4,3,,,,,,,,,,,,,134.35157459997572,None,,,136.3665142999962,None,None,,136.3665142999962,None,136.3665142999962,None,136.3665142999962,None,136.3665142999962,None,136.3665142999962,None,136.3665142999962,137.87104829994496,136.3665142999962,None,136.3665142999962,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.25 ,$7.00 ,50.0,00010:0020,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,WIN,3.5,ad,,,,,,,,,0,1,1,1,0,5,5,2,,,,,,,,,,,,,140.35596850002185,None,,,142.3721121000126,None,None,,142.3721121000126,None,142.3721121000126,None,142.3721121000126,None,142.3721121000126,None,142.3721121000126,None,142.3721121000126,143.87550640001427,142.3721121000126,None,142.3721121000126,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.75 ,$5.50 ,65.0,00010:0020,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,LOSE,-3.575,ad,,,,,,,,,0,1,1,1,0,6,6,7,,,,,,,,,,,,,146.36149829998612,None,,,148.37891029997263,None,None,,148.37891029997263,None,148.37891029997263,None,148.37891029997263,None,148.37891029997263,None,148.37891029997263,None,148.37891029997263,149.8806039999472,148.37891029997263,None,148.37891029997263,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$1.50 ,$3.85 ,50.0,00010:0020,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,LOSE,-1.925,dis,,,,,,,,,0,1,1,1,0,7,7,5,,,,,,,,,,,,,152.34925109997857,None,,,154.36691460001748,None,None,,154.36691460001748,None,154.36691460001748,None,154.36691460001748,None,154.36691460001748,None,154.36691460001748,None,154.36691460001748,155.869834800018,154.36691460001748,None,154.36691460001748,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.50 ,$6.75 ,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,2.3625,dis,,,,,,,,,0,1,1,1,0,8,8,0,,,,,,,,,,,,,158.3545945000369,None,,,160.36974150000606,None,None,,160.36974150000606,None,160.36974150000606,None,160.36974150000606,None,160.36974150000606,None,160.36974150000606,None,160.36974150000606,161.8737112999661,160.36974150000606,None,160.36974150000606,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.95 ,$6.75 ,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,2.3625,dis,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,164.3590199999744,None,,,166.37554859998636,None,None,,166.37554859998636,None,166.37554859998636,None,166.37554859998636,None,166.37554859998636,None,166.37554859998636,None,166.37554859998636,167.87900800001808,166.37554859998636,None,166.37554859998636,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.00 ,$4.25 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$1.75 ,$4.00 ,50.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-2.0,dis,,,,,,,,,0,2,2,2,0,0,0,7,,,,,,,,,,,,,174.3511382000288,None,,,176.36739160004072,None,2,1.5606397000374272,176.36739160004072,None,176.36739160004072,None,176.36739160004072,None,176.36739160004072,None,176.36739160004072,None,176.36739160004072,177.8703582000453,176.36739160004072,None,176.36739160004072,None,,,,,,,172.34893740003463,None,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$1.25 ,$4.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-1.575,dis,,,,,,,,,0,2,2,2,0,1,1,4,,,,,,,,,,,,,180.35605820000637,None,,,182.373813000042,None,1,2.9149040000047535,182.373813000042,None,182.373813000042,None,182.373813000042,None,182.373813000042,None,182.373813000042,None,182.373813000042,183.8756195999449,182.373813000042,None,182.373813000042,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$5.50 ,$8.75 ,65.0,00020:0030,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,WIN,5.6875,ad,,,,,,,,,0,2,2,2,0,2,2,0,,,,,,,,,,,,,186.36107899993658,None,,,188.378199400031,None,1,2.046077199978754,188.378199400031,None,188.378199400031,None,188.378199400031,None,188.378199400031,None,188.378199400031,None,188.378199400031,189.88031359994784,188.378199400031,None,188.378199400031,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.75 ,$5.00 ,65.0,00020:0030,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,LOSE,-3.25,dis,,,,,,,,,0,2,2,2,0,3,3,5,,,,,,,,,,,,,192.3491212000372,None,,,194.36630400002468,None,2,2.6978933999780566,194.36630400002468,None,194.36630400002468,None,194.36630400002468,None,194.36630400002468,None,194.36630400002468,None,194.36630400002468,195.86912289995234,194.36630400002468,None,194.36630400002468,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$4.75 ,$7.50 ,65.0,00020:0030,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,LOSE,-4.875,dis,,,,,,,,,0,2,2,2,0,4,4,6,,,,,,,,,,,,,198.35387210000772,None,,,200.37172880000435,None,2,2.5802575999405235,200.37172880000435,None,200.37172880000435,None,200.37172880000435,None,200.37172880000435,None,200.37172880000435,None,200.37172880000435,201.87395569996443,200.37172880000435,None,200.37172880000435,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.15 ,$6.75 ,50.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,3.375,ad,,,,,,,,,0,2,2,2,0,5,5,2,,,,,,,,,,,,,204.3591671999311,None,,,206.37526100000832,None,1,2.1286593999248,206.37526100000832,None,206.37526100000832,None,206.37526100000832,None,206.37526100000832,None,206.37526100000832,None,206.37526100000832,207.87881819996983,206.37526100000832,None,206.37526100000832,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.75 ,$5.00 ,35.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,1.75,dis,,,,,,,,,0,2,2,2,0,6,6,1,,,,,,,,,,,,,210.34755439998116,None,,,212.36234640004113,None,1,1.5979403000092134,212.36234640004113,None,212.36234640004113,None,212.36234640004113,None,212.36234640004113,None,212.36234640004113,None,212.36234640004113,213.86721069994383,212.36234640004113,None,212.36234640004113,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$1.50 ,$3.85 ,50.0,00020:0030,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,WIN,1.925,ad,,,,,,,,,0,2,2,2,0,7,7,9,,,,,,,,,,,,,216.35261649999302,None,,,218.36832539993338,None,2,2.472046700073406,218.36832539993338,None,218.36832539993338,None,218.36832539993338,None,218.36832539993338,None,218.36832539993338,None,218.36832539993338,219.8719320000382,218.36832539993338,None,218.36832539993338,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$6.00 ,$9.75 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-3.4130000000000003,ad,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,222.35752039996441,None,,,224.40683330001775,None,1,2.225240600062534,224.40683330001775,None,224.40683330001775,None,224.40683330001775,None,224.40683330001775,None,224.40683330001775,None,224.40683330001775,225.91036540002096,224.40683330001775,None,224.40683330001775,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.25 ,$6.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,2.275,ad,,,,,,,,,0,2,2,2,0,9,9,3,,,,,,,,,,,,,228.3623091999907,None,,,230.37742619996425,None,None,,230.37742619996425,None,230.37742619996425,None,230.37742619996425,None,230.37742619996425,None,230.37742619996425,None,230.37742619996425,231.88190110004507,230.37742619996425,None,230.37742619996425,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$3.75 ,$7.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.50 ,$7.25 ,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,2.275,ad,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,238.3539969000267,None,,,240.36931480001658,None,None,,240.36931480001658,None,240.36931480001658,None,240.36931480001658,None,240.36931480001658,None,240.36931480001658,None,240.36931480001658,241.87381030002143,240.36931480001658,None,240.36931480001658,None,,,,,,,236.35244479996618,None,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
$2.95 ,$6.75 ,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,2.363,dis,,,,,,,,,0,3,3,3,0,1,1,7,,,,,,,,,,,,,244.35900489997584,None,,,246.37447849998716,None,None,,246.37447849998716,None,246.37447849998716,None,246.37447849998716,None,246.37447849998716,None,246.37447849998716,None,246.37447849998716,247.8782610000344,246.37447849998716,None,246.37447849998716,None,,,,,,,,,2,001,2019_Nov_07_1333,SlotMachTest,3.2.4,59.91263538547008,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.36376899993047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
