sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.25,7.0,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,+,LOSE,-3.5,ad,,,,,0,0,0,0,0,4,4,9,,,,,,,,,,,,,67.94441860006191,None,,,69.96089240000583,None,2,2.258363600121811,69.96089240000583,None,69.96089240000583,None,69.96089240000583,None,69.96089240000583,None,69.96089240000583,None,69.96089240000583,71.46400159993209,69.96089240000583,None,69.96089240000583,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.25,6.75,35.0,000:0010,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,LOSE,-2.3625,dis,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,73.94920619996265,None,,,75.96987130003981,None,2,3.625510900048539,75.96987130003981,None,75.96987130003981,None,75.96987130003981,None,75.96987130003981,None,75.96987130003981,None,75.96987130003981,77.46929690008983,75.96987130003981,None,75.96987130003981,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.25,10.75,35.0,000:0010,EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,3.7625,dis,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,79.95433719991706,None,,,81.97317550005391,None,1,0.9344949000515044,81.97317550005391,None,81.97317550005391,None,81.97317550005391,None,81.97317550005391,None,81.97317550005391,None,81.97317550005391,83.47384450002573,81.97317550005391,None,81.97317550005391,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,1.875,ad,,,,,0,0,0,0,0,7,7,6,,,,,,,,,,,,,85.94297560001723,None,,,87.96015030005947,None,None,,87.96015030005947,None,87.96015030005947,None,87.96015030005947,None,87.96015030005947,None,87.96015030005947,None,87.96015030005947,89.46184380003251,87.96015030005947,None,87.96015030005947,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.0,4.25,35.0,000:0010,EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,1.4875,ad,,,,,0,0,0,0,0,8,8,3,,,,,,,,,,,,,91.94764430006035,None,,,93.9615102999378,None,None,,93.9615102999378,None,93.9615102999378,None,93.9615102999378,None,93.9615102999378,None,93.9615102999378,None,93.9615102999378,95.46738309995271,93.9615102999378,None,93.9615102999378,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,3.375,ad,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,97.95244050002657,None,,,99.96712570008822,None,None,,99.96712570008822,None,99.96712570008822,None,99.96712570008822,None,99.96712570008822,None,99.96712570008822,None,99.96712570008822,101.4721431999933,99.96712570008822,None,99.96712570008822,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.25,7.0,50.0,00010:0020,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,+,LOSE,-3.5,ad,,,,,0,1,1,1,0,0,0,8,,,,,,,,,,,,,107.94441829994321,None,,,109.96066220011562,None,None,,109.96066220011562,None,109.96066220011562,None,109.96066220011562,None,109.96066220011562,None,109.96066220011562,None,109.96066220011562,111.46403030003421,109.96066220011562,None,109.96066220011562,None,,,,,,,105.94790540006943,None,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.95,6.75,35.0,00010:0020,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,LOSE,-2.3625,ad,,,,,0,1,1,1,0,1,1,6,,,,,,,,,,,,,113.94939829991199,None,,,115.9681468999479,None,None,,115.9681468999479,None,115.9681468999479,None,115.9681468999479,None,115.9681468999479,None,115.9681468999479,None,115.9681468999479,117.46904200012796,115.9681468999479,None,115.9681468999479,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,5.5,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,WIN,3.575,dis,,,,,0,1,1,1,0,2,2,1,,,,,,,,,,,,,119.95429620007053,None,,,121.96855859993957,None,1,2.2671120001468807,121.96855859993957,None,121.96855859993957,None,121.96855859993957,None,121.96855859993957,None,121.96855859993957,None,121.96855859993957,123.4739367000293,121.96855859993957,None,121.96855859993957,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,5.5,65.0,00010:0020,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,+,LOSE,-3.575,ad,,,,,0,1,1,1,0,3,3,7,,,,,,,,,,,,,125.9426611000672,None,,,127.96255280007608,None,None,,127.96255280007608,None,127.96255280007608,None,127.96255280007608,None,127.96255280007608,None,127.96255280007608,None,127.96255280007608,129.4621852999553,127.96255280007608,None,127.96255280007608,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.85,50.0,00010:0020,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,+,LOSE,-1.925,dis,,,,,0,1,1,1,0,4,4,5,,,,,,,,,,,,,131.94756520004012,None,,,133.96361130010337,None,2,2.3358233999460936,133.96361130010337,None,133.96361130010337,None,133.96361130010337,None,133.96361130010337,None,133.96361130010337,None,133.96361130010337,135.46770619996823,133.96361130010337,None,133.96361130010337,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.95,6.75,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,2.3625,dis,,,,,0,1,1,1,0,5,5,9,,,,,,,,,,,,,137.95252620009705,None,,,139.97449980000965,None,1,1.8928722999989986,139.97449980000965,None,139.97449980000965,None,139.97449980000965,None,139.97449980000965,None,139.97449980000965,None,139.97449980000965,141.4888029000722,139.97449980000965,None,139.97449980000965,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.25,7.0,50.0,00010:0020,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,3.5,ad,,,,,0,1,1,1,0,6,6,4,,,,,,,,,,,,,143.9406584999524,None,,,145.95714850001968,None,None,,145.95714850001968,None,145.95714850001968,None,145.95714850001968,None,145.95714850001968,None,145.95714850001968,None,145.95714850001968,147.46044460008852,145.95714850001968,None,145.95714850001968,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.25,7.0,50.0,00010:0020,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,3.5,ad,,,,,0,1,1,1,0,7,7,2,,,,,,,,,,,,,149.94580979994498,None,,,151.96006989991292,None,1,1.1713608000427485,151.96006989991292,None,151.96006989991292,None,151.96006989991292,None,151.96006989991292,None,151.96006989991292,None,151.96006989991292,153.4655510999728,151.96006989991292,None,151.96006989991292,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.5,6.75,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,2.3625,dis,,,,,0,1,1,1,0,8,8,0,,,,,,,,,,,,,155.95162760000676,None,,,157.96867160010152,None,2,0.87474330002442,157.96867160010152,None,157.96867160010152,None,157.96867160010152,None,157.96867160010152,None,157.96867160010152,None,157.96867160010152,159.47040829993784,157.96867160010152,None,157.96867160010152,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.0,4.75,35.0,00010:0020,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,1.663,dis,,,,,0,1,1,1,0,9,9,3,,,,,,,,,,,,,161.95608930010349,None,,,163.97317139990628,None,2,1.0620929999276996,163.97317139990628,None,163.97317139990628,None,163.97317139990628,None,163.97317139990628,None,163.97317139990628,None,163.97317139990628,165.47550860000774,163.97317139990628,None,163.97317139990628,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.0,4.25,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.85,50.0,00020:0030,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,1.925,ad,,,,,0,2,2,2,0,0,0,9,,,,,,,,,,,,,171.94753800006583,None,,,173.9659221000038,None,2,1.661565599963069,173.9659221000038,None,173.9659221000038,None,173.9659221000038,None,173.9659221000038,None,173.9659221000038,None,173.9659221000038,175.46714369999245,173.9659221000038,None,173.9659221000038,None,,,,,,,169.94568530004472,None,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
5.5,8.75,65.0,00020:0030,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,WIN,5.6875,ad,,,,,0,2,2,2,0,1,1,0,,,,,,,,,,,,,177.95250000013039,None,,,179.96943890000694,None,2,1.8507890000473708,179.96943890000694,None,179.96943890000694,None,179.96943890000694,None,179.96943890000694,None,179.96943890000694,None,179.96943890000694,181.47198359994218,179.96943890000694,None,179.96943890000694,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.75,4.0,50.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,LOSE,-2.0,dis,,,,,0,2,2,2,0,2,2,7,,,,,,,,,,,,,183.9572815001011,None,,,185.95890909992158,None,2,1.3492561001330614,185.95890909992158,None,185.95890909992158,None,185.95890909992158,None,185.95890909992158,None,185.95890909992158,None,185.95890909992158,187.46036379993893,185.95890909992158,None,185.95890909992158,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.75,5.0,65.0,00020:0030,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,+,LOSE,-3.25,dis,,,,,0,2,2,2,0,3,3,5,,,,,,,,,,,,,189.9456976999063,None,,,191.96343229990453,None,1,1.1518164998851717,191.96343229990453,None,191.96343229990453,None,191.96343229990453,None,191.96343229990453,None,191.96343229990453,None,191.96343229990453,193.4651784999296,191.96343229990453,None,191.96343229990453,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
6.0,9.75,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,LOSE,-3.4130000000000003,ad,,,,,0,2,2,2,0,4,4,8,,,,,,,,,,,,,195.9507820000872,None,,,197.96919430000708,None,2,1.4501177000347525,197.96919430000708,None,197.96919430000708,None,197.96919430000708,None,197.96919430000708,None,197.96919430000708,None,197.96919430000708,199.470182799967,197.96919430000708,None,197.96919430000708,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.75,7.5,65.0,00020:0030,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,+,LOSE,-4.875,dis,,,,,0,2,2,2,0,5,5,6,,,,,,,,,,,,,201.95561740011908,None,,,203.9762870001141,None,1,1.5871794000267982,203.9762870001141,None,203.9762870001141,None,203.9762870001141,None,203.9762870001141,None,203.9762870001141,None,203.9762870001141,205.49204479996115,203.9762870001141,None,203.9762870001141,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.25,4.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,LOSE,-1.575,dis,,,,,0,2,2,2,0,6,6,4,,,,,,,,,,,,,207.94424839993007,None,,,209.96330800000578,None,2,0.6241883002221584,209.96330800000578,None,209.96330800000578,None,209.96330800000578,None,209.96330800000578,None,209.96330800000578,None,209.96330800000578,211.46341220010072,209.96330800000578,None,209.96330800000578,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.75,5.0,35.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,1.75,dis,,,,,0,2,2,2,0,7,7,1,,,,,,,,,,,,,213.94867680012248,None,,,215.96539149992168,None,2,0.6059137000702322,215.96539149992168,None,215.96539149992168,None,215.96539149992168,None,215.96539149992168,None,215.96539149992168,None,215.96539149992168,217.46864120010287,215.96539149992168,None,215.96539149992168,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.15,6.75,50.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,3.375,ad,,,,,0,2,2,2,0,8,8,2,,,,,,,,,,,,,219.9540236000903,None,,,221.97137070004828,None,2,1.1438986000139266,221.97137070004828,None,221.97137070004828,None,221.97137070004828,None,221.97137070004828,None,221.97137070004828,None,221.97137070004828,223.47326210001484,221.97137070004828,None,221.97137070004828,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.25,6.5,35.0,00020:0030,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,+,WIN,2.275,ad,,,,,0,2,2,2,0,9,9,3,,,,,,,,,,,,,225.94199929991737,None,,,227.95912129990757,None,1,0.9961950001306832,227.95912129990757,None,227.95912129990757,None,227.95912129990757,None,227.95912129990757,None,227.95912129990757,None,227.95912129990757,229.46191480010748,227.95912129990757,None,227.95912129990757,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,7.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.25,4.75,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,1.663,ad,,,,,0,3,3,3,0,0,0,3,,,,,,,,,,,,,235.95027390005998,None,,,237.9689661001321,None,1,1.1308577000163496,237.9689661001321,None,237.9689661001321,None,237.9689661001321,None,237.9689661001321,None,237.9689661001321,None,237.9689661001321,239.47020490001887,237.9689661001321,None,237.9689661001321,None,,,,,,,233.9488361000549,None,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.5,7.25,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.275,ad,,,,,0,3,3,3,0,1,1,0,,,,,,,,,,,,,241.95566689991392,None,,,243.9720304000657,None,2,1.735357000026852,243.9720304000657,None,243.9720304000657,None,243.9720304000657,None,243.9720304000657,None,243.9720304000657,None,243.9720304000657,245.47489019995555,243.9720304000657,None,243.9720304000657,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,6.0,65.0,0030:0040,EMPHASIZE,65%  LOSE,100%  LOSE,0.0,None,LOSE,-3.9,dis,,,,,0,3,3,3,0,2,2,4,,,,,,,,,,,,,247.9434815000277,None,,,249.96223039994948,None,2,2.753001500153914,249.96223039994948,None,249.96223039994948,None,249.96223039994948,None,249.96223039994948,None,249.96223039994948,None,249.96223039994948,251.46325540007092,249.96223039994948,None,249.96223039994948,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,5.25,65.0,0030:0040,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,3.1430000000000002,dis,,,,,0,3,3,3,0,3,3,1,,,,,,,,,,,,,253.94874539994635,None,,,255.96628649998456,None,2,1.8369961997959763,255.96628649998456,None,255.96628649998456,None,255.96628649998456,None,255.96628649998456,None,255.96628649998456,None,255.96628649998456,257.4684874000959,255.96628649998456,None,255.96628649998456,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.25,9.0,50.0,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,3.5,ad,,,,,0,3,3,3,0,4,4,9,,,,,,,,,,,,,259.9563128000591,None,,,261.96876819990575,None,2,1.914773799944669,261.96876819990575,None,261.96876819990575,None,261.96876819990575,None,261.96876819990575,None,261.96876819990575,None,261.96876819990575,263.47313709999435,261.96876819990575,None,261.96876819990575,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.85,50.0,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,1.925,ad,,,,,0,3,3,3,0,5,5,6,,,,,,,,,,,,,265.9418109001126,None,,,267.9590676999651,None,2,1.22020830004476,267.9590676999651,None,267.9590676999651,None,267.9590676999651,None,267.9590676999651,None,267.9590676999651,None,267.9590676999651,269.46156399999745,267.9590676999651,None,267.9590676999651,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.95,6.75,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.363,dis,,,,,0,3,3,3,0,6,6,7,,,,,,,,,,,,,271.9470275999047,None,,,273.9652766000945,None,1,1.7420431999489665,273.9652766000945,None,273.9652766000945,None,273.9652766000945,None,273.9652766000945,None,273.9652766000945,None,273.9652766000945,275.4663104999345,273.9652766000945,None,273.9652766000945,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.75,5.25,65.0,0030:0040,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,3.1430000000000002,dis,,,,,0,3,3,3,0,7,7,8,,,,,,,,,,,,,277.9519718999509,None,,,279.96931930002756,None,2,1.7858736000489444,279.96931930002756,None,279.96931930002756,None,279.96931930002756,None,279.96931930002756,None,279.96931930002756,None,279.96931930002756,281.4714983999729,279.96931930002756,None,279.96931930002756,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
6.15,9.75,35.0,0030:0040,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-3.4130000000000003,ad,,,,,0,3,3,3,0,8,8,5,,,,,,,,,,,,,283.95704529993236,None,,,285.9605728001334,None,1,2.3067679000087082,285.9605728001334,None,285.9605728001334,None,285.9605728001334,None,285.9605728001334,None,285.9605728001334,None,285.9605728001334,287.4596522001084,285.9605728001334,None,285.9605728001334,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.25,7.0,50.0,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,3.5,dis,,,,,0,3,3,3,0,9,9,2,,,,,,,,,,,,,289.9450805000961,None,,,291.96152439992875,None,2,1.6977515001781285,291.96152439992875,None,291.96152439992875,None,291.96152439992875,None,291.96152439992875,None,291.96152439992875,None,291.96152439992875,293.46510439994745,291.96152439992875,None,291.96152439992875,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
None,None,None,0030:0040,EMPHASIZE,None,None,None,None,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
6.75,8.25,35.0,0040:0050,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.888,dis,,,,,0,4,4,4,0,0,0,9,,,,,,,,,,,,,299.95369999995455,None,,,301.97077260003425,None,1,1.7845149000640959,301.97077260003425,None,301.97077260003425,None,301.97077260003425,None,301.97077260003425,None,301.97077260003425,None,301.97077260003425,303.47331620007753,301.97077260003425,None,301.97077260003425,None,,,,,,,297.95253679994494,None,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.95,6.0,65.0,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,None,LOSE,-3.9,ad,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,305.94196550012566,None,,,307.9610135999974,None,2,2.6423045000992715,307.9610135999974,None,307.9610135999974,None,307.9610135999974,None,307.9610135999974,None,307.9610135999974,None,307.9610135999974,309.4616286000237,307.9610135999974,None,307.9610135999974,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.75,6.75,35.0,0040:0050,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-2.363,ad,,,,,0,4,4,4,0,2,2,4,,,,,,,,,,,,,311.9469767000992,None,,,313.9666559000034,None,2,2.476609699893743,313.9666559000034,None,313.9666559000034,None,313.9666559000034,None,313.9666559000034,None,313.9666559000034,None,313.9666559000034,315.4663501000032,313.9666559000034,None,313.9666559000034,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
