CueType,rows,CueType2,Picture1,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REACT,0010:0015,REGULATE,FoodPics\chocCake.jpeg,FoodPics\F4H\chips3.jpg,,,,,,,,,0,0,0,1,0,4,4,2,,,,,,,,,,,234.5641441999469,None,242.5080023999326,247.47911519999616,None,None,0.015744350152090192,None,242.5080023999326,None,247.51263300003484,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0010:0015,REGULATE,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,FoodPics\macarons.jpg,FoodPics\F4H\pretzel.jpg,,,,,,,,,0,1,1,5,0,0,0,2,,,,,,,249.5142228999175,254.51845999993384,254.48516819998622,None,256.5580424000509,None,264.5097729000263,269.4808386999648,None,None,0.015448249876499176,None,264.5097729000263,None,269.5142130998429,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,FoodPics\burrito.jpg,FoodPics\F4H\ritz.jpg,,,,,,,,,0,1,1,5,0,1,1,4,,,,,,,,,,,271.58063660003245,None,279.505504099885,284.47660639998503,None,None,0.01569984992966056,None,279.505504099885,None,284.5099923000671,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,FoodPics\donuts.jpg,FoodPics\F4H\oreos.jpg,,,,,,,,,0,1,1,5,0,2,2,0,,,,,,,,,,,286.5749148998875,None,294.5016379998997,299.47234069998376,None,None,0.015749349957332015,None,294.5016379998997,None,299.5057244999334,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,FoodPics\loadedFries.jpg,FoodPics\F4H\pizza.jpg,,,,,,,,,0,1,1,5,0,3,3,1,,,,,,,,,,,301.59246809990145,None,309.5139709999785,314.4847007000353,None,None,0.01576515007764101,None,309.5139709999785,None,314.5015867999755,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,FoodPics\burger.jpg,FoodPics\F4H\pretzels.jpg,,,,,,,,,0,1,1,5,0,4,4,3,,,,,,,,,,,316.567071700003,None,324.5099636998493,329.48067189985886,None,None,0.015477250097319484,None,324.5099636998493,None,329.5138554999139,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0031:0036,REGULATE,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0021:0025,REACT,FoodPics\pasta1.jpg,FoodPics\F4H\fries.jpg,,,,,,,,,0,2,2,3,0,0,0,1,,,,,,,331.5197991000023,336.51964099984616,336.51964099984616,None,338.56893309997395,None,346.51161689986475,351.4820900000632,None,None,0.01565725007094443,None,346.51161689986475,None,351.51547119999304,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0021:0025,REACT,FoodPics\pancakes.jpg,FoodPics\F4H\fruittart.jpg,,,,,,,,,0,2,2,3,0,1,1,2,,,,,,,,,,,353.5616887998767,None,361.5071024999488,366.477897600038,None,None,0.015701349824666977,None,361.5071024999488,None,366.511098299874,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0021:0025,REACT,FoodPics\pancake.jpg,FoodPics\F4H\grapefruit.jpg,,,,,,,,,0,2,2,3,0,2,2,3,,,,,,,,,,,368.57474819989875,None,376.5027280000504,381.4734513000585,None,None,0.01572604989632964,None,376.5027280000504,None,381.50682120001875,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0021:0025,REACT,FoodPics\burgersFries.jpg,FoodPics\F4H\doritos.jpg,,,,,,,,,0,2,2,3,0,3,3,0,,,,,,,,,,,383.56984280003235,None,391.51525849988684,396.4859374000225,None,None,0.015756050124764442,None,391.51525849988684,None,396.50270950002596,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0021:0025,REACT,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,None,FoodPics\F4H\sushi.jpg,,,,,,,,,0,3,3,6,0,0,0,1,,,,,,,398.50449860002846,403.50840719998814,403.47516779997386,None,405.5473513000179,None,413.5169565998949,418.4876691000536,None,None,0.015669649932533503,None,413.5169565998949,None,418.5045634000562,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,None,FoodPics\F4H\pretzelsticks.jpg,,,,,,,,,0,3,3,6,0,1,1,4,,,,,,,,,,,420.56827509985305,None,428.512942600064,433.4832945999224,None,None,0.015750249847769737,None,428.512942600064,None,433.51687419996597,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,None,FoodPics\F4H\pineapple.jpg,,,,,,,,,0,3,3,6,0,2,2,3,,,,,,,,,,,435.56307579996064,None,443.50846439995803,448.47912949998863,None,None,0.01572525012306869,None,443.50846439995803,None,448.5126489000395,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,None,FoodPics\F4H\watermelon.jpg,,,,,,,,,0,3,3,6,0,3,3,2,,,,,,,,,,,450.5761327999644,None,458.5042085000314,463.47489620000124,None,None,0.015736449975520372,None,458.5042085000314,None,463.50831920001656,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,None,FoodPics\F4H\strawberries2.jpg,,,,,,,,,0,3,3,6,0,4,4,0,,,,,,,,,,,465.57248039986007,None,473.51652519986965,478.4876216999255,None,None,0.015758449910208583,None,473.51652519986965,None,478.5043405999895,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REGULATE,0037:0042,REACT,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0026:0030,REGULATE,FoodPics\salad.jpg,FoodPics\F4H\icecream.jpg,,,,,,,,,0,4,4,4,0,0,0,1,,,,,,,480.50563000002876,485.5098192000296,485.49322979990393,None,487.5614028000273,None,495.5015538998414,500.47220359998755,None,None,0.01568794995546341,None,495.5015538998414,None,500.5057826000266,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0026:0030,REGULATE,FoodPics\pizza.jpg,FoodPics\F4H\marshmallows.jpg,,,,,,,,,0,4,4,4,0,1,1,3,,,,,,,,,,,502.5695346998982,None,510.51440369989723,515.4847307999153,None,None,0.015779450070112944,None,510.51440369989723,None,515.5013655000366,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0026:0030,REGULATE,FoodPics\strawberries.jpg,FoodPics\F4H\hamburgers.jpg,,,,,,,,,0,4,4,4,0,2,2,0,,,,,,,,,,,517.5644882000051,None,525.5098436998669,530.4805393000133,None,None,0.01575625012628734,None,525.5098436998669,None,530.513835699996,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0026:0030,REGULATE,FoodPics\waffle.jpg,FoodPics\F4H\kitkat.jpg,,,,,,,,,0,4,4,4,0,3,3,2,,,,,,,,,,,532.5758082000539,None,540.5057230000384,545.4764210998546,None,None,0.015654850052669644,None,540.5057230000384,None,545.5096920998767,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0026:0030,REGULATE,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0016:0020,REGULATE,FoodPics\profiteroles.jpeg,FoodPics\F4H\donutes.jpg,,,,,,,,,0,5,5,2,0,0,0,2,,,,,,,547.5112866000272,552.5154244999867,552.4821506999433,None,554.5507384999655,None,562.5072327998932,567.4778664000332,None,None,0.015634849900379777,None,562.5072327998932,None,567.5113478999119,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0016:0020,REGULATE,FoodPics\popcorn.jpg,FoodPics\F4H\donuts.jpg,,,,,,,,,0,5,5,2,0,1,1,3,,,,,,,,,,,569.575353999855,None,577.5030584000051,582.4736542999744,None,None,0.01573974988423288,None,577.5030584000051,None,582.5071149999276,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
REACT,0016:0020,REGULATE,FoodPics\curry.jpeg,FoodPics\F4H\cookies.jpg,,,,,,,,,0,5,5,2,0,2,2,0,,,,,,,,,,,584.5720595999155,None,592.5154484999366,597.4863211999182,None,None,0.01566814980469644,None,592.5154484999366,None,597.5027417999227,None,,,,,,,1,001,2019_Dec_12_1113,FoodRegPavlovia,3.2.4,60.06143082375037,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.5657985999715,None,,,,,,,,,,,,,,,,,,,,,,,
